_id,Перший рівень,Другий рівень,Третій рівень,Четвертий рівень,Додатковий рівень,Категорія об’єкта,Назва об’єкта
26073,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070030026955,"",T,Прудянка
26074,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070040082749,"",T,Слатине
26075,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070050011476,"",C,Алісівка
26076,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070060028317,"",C,Безруки
26077,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070070077827,"",C,Білаші
26078,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070080067679,"",C,Болибоки
26079,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070090040339,"",C,Бугаївка
26080,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070100084991,"",C,Великі Проходи
26081,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070110058225,"",C,Висока Яруга
26082,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070120011322,"",C,Гоптівка
26083,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070130088096,"",C,Гранів
26084,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070140029399,"",C,Дементіївка
26085,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070150011819,"",C,Дубівка
26086,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070160064193,"",C,Ємці
26087,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070170019248,"",C,Замірці
26088,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070180036014,"",C,Кочубеївка
26089,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070190048119,"",C,Кудіївка
26090,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070200016189,"",C,Лещенки
26091,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070210074746,"",C,Лобанівка
26092,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070220027230,"",C,Малі Проходи
26093,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070230095241,"",C,Маслії
26094,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070240030738,"",C,Мищенки
26095,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070250010415,"",C,Нова Козача
26096,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070260085901,"",C,Руська Лозова
26097,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070270062195,"",C,Семенівка
26098,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070280081580,"",C,Солоний Яр
26099,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070290040947,"",C,Токарівка
26100,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070300063922,"",C,Токарівка Друга
26101,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070310038822,"",C,Цупівка
26102,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070320044474,"",C,Шаповалівка
26103,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070330079365,"",C,Шевченка
26104,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070340073881,"",C,Шовкопляси
26105,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070350048574,"",C,Шопине
26106,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070360081705,"",X,Ветеринарне
26107,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070370017826,"",X,Нове
26108,UA63000000000041885,UA63120000000091135,UA63120070000018741,UA63120070380083277,"",X,Питомник
26109,UA63000000000041885,UA63120000000091135,UA63120090000046130,"","",H,Липецька
26110,UA63000000000041885,UA63120000000091135,UA63120090000046130,UA63120090010039403,"",C,Липці
26111,UA63000000000041885,UA63120000000091135,UA63120090000046130,UA63120090020022302,"",C,Борисівка
26112,UA63000000000041885,UA63120000000091135,UA63120090000046130,UA63120090030077586,"",C,Борщова
26113,UA63000000000041885,UA63120000000091135,UA63120090000046130,UA63120090040069386,"",C,Веселе
26114,UA63000000000041885,UA63120000000091135,UA63120090000046130,UA63120090050084429,"",C,Зелене
26115,UA63000000000041885,UA63120000000091135,UA63120090000046130,UA63120090060034064,"",C,Красне
26116,UA63000000000041885,UA63120000000091135,UA63120090000046130,UA63120090070079552,"",C,Лук’янці
26117,UA63000000000041885,UA63120000000091135,UA63120090000046130,UA63120090080030532,"",C,Мороховець
26118,UA63000000000041885,UA63120000000091135,UA63120090000046130,UA63120090090076004,"",C,Нескучне
26119,UA63000000000041885,UA63120000000091135,UA63120090000046130,UA63120090100094487,"",C,Олійникове
26120,UA63000000000041885,UA63120000000091135,UA63120090000046130,UA63120090110029986,"",C,Перемога
26121,UA63000000000041885,UA63120000000091135,UA63120090000046130,UA63120090120076424,"",C,Пильна
26122,UA63000000000041885,UA63120000000091135,UA63120090000046130,UA63120090130016968,"",C,Слобожанське
26123,UA63000000000041885,UA63120000000091135,UA63120090000046130,UA63120090140010487,"",C,Стрілеча
26124,UA63000000000041885,UA63120000000091135,UA63120090000046130,UA63120090150094647,"",C,Тернова
26125,UA63000000000041885,UA63120000000091135,UA63120090000046130,UA63120090160050552,"",X,Глибоке
26126,UA63000000000041885,UA63120000000091135,UA63120090000046130,UA63120090170046394,"",X,Мале Веселе
26127,UA63000000000041885,UA63120000000091135,UA63120110000043456,"","",H,Люботинська
26128,UA63000000000041885,UA63120000000091135,UA63120110000043456,UA63120110010087291,"",M,Люботин
26129,UA63000000000041885,UA63120000000091135,UA63120110000043456,UA63120110020048329,"",T,Манченки
26130,UA63000000000041885,UA63120000000091135,UA63120110000043456,UA63120110030096241,"",C,Горіхове
26131,UA63000000000041885,UA63120000000091135,UA63120110000043456,UA63120110040040546,"",C,Гурине
26132,UA63000000000041885,UA63120000000091135,UA63120110000043456,UA63120110050087028,"",C,Мищенки
26133,UA63000000000041885,UA63120000000091135,UA63120110000043456,UA63120110060043749,"",C,Нестеренки
26134,UA63000000000041885,UA63120000000091135,UA63120110000043456,UA63120110070020021,"",C,Смородське
26135,UA63000000000041885,UA63120000000091135,UA63120110000043456,UA63120110080069368,"",X,Байрак
26136,UA63000000000041885,UA63120000000091135,UA63120110000043456,UA63120110090050942,"",X,Барчани
26137,UA63000000000041885,UA63120000000091135,UA63120110000043456,UA63120110100054660,"",X,Караван
26138,UA63000000000041885,UA63120000000091135,UA63120110000043456,UA63120110110027788,"",X,Коваленки
26139,UA63000000000041885,UA63120000000091135,UA63120110000043456,UA63120110120050647,"",X,Санжари
26140,UA63000000000041885,UA63120000000091135,UA63120110000043456,UA63120110130055207,"",X,Спартаси
26141,UA63000000000041885,UA63120000000091135,UA63120110000043456,UA63120110140080066,"",X,Травневе
26142,UA63000000000041885,UA63120000000091135,UA63120110000043456,UA63120110150071661,"",X,Ударне
26143,UA63000000000041885,UA63120000000091135,UA63120130000010762,"","",H,Малоданилівська
26144,UA63000000000041885,UA63120000000091135,UA63120130000010762,UA63120130010037422,"",T,Мала Данилівка
26145,UA63000000000041885,UA63120000000091135,UA63120130000010762,UA63120130020061072,"",C,Зайченки
26146,UA63000000000041885,UA63120000000091135,UA63120130000010762,UA63120130030036339,"",C,Караван
26147,UA63000000000041885,UA63120000000091135,UA63120130000010762,UA63120130040098836,"",C,Лужок
26148,UA63000000000041885,UA63120000000091135,UA63120130000010762,UA63120130050043416,"",C,Чайківка
26149,UA63000000000041885,UA63120000000091135,UA63120130000010762,UA63120130060080552,"",C,Черкаська Лозова
26150,UA63000000000041885,UA63120000000091135,UA63120130000010762,UA63120130070089195,"",X,Лісне
26151,UA63000000000041885,UA63120000000091135,UA63120150000086206,"","",H,Мереф’янська
26152,UA63000000000041885,UA63120000000091135,UA63120150000086206,UA63120150010020962,"",M,Мерефа
26153,UA63000000000041885,UA63120000000091135,UA63120150000086206,UA63120150020033380,"",T,Утківка
26154,UA63000000000041885,UA63120000000091135,UA63120150000086206,UA63120150030094494,"",C,Верхня Озеряна
26155,UA63000000000041885,UA63120000000091135,UA63120150000086206,UA63120150040037188,"",C,Кринички
26156,UA63000000000041885,UA63120000000091135,UA63120150000086206,UA63120150050061496,"",C,Лелюки
26157,UA63000000000041885,UA63120000000091135,UA63120150000086206,UA63120150060095535,"",C,Нижня Озеряна
26158,UA63000000000041885,UA63120000000091135,UA63120150000086206,UA63120150070098378,"",C,Олександрівка
26159,UA63000000000041885,UA63120000000091135,UA63120150000086206,UA63120150080049696,"",C,Яковлівка
26160,UA63000000000041885,UA63120000000091135,UA63120150000086206,UA63120150090045510,"",X,Селекційне
26161,UA63000000000041885,UA63120000000091135,UA63120170000093573,"","",H,Нововодолазька
26162,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170010054489,"",T,Нова Водолага
26163,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170020070860,"",T,Бірки
26164,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170030069829,"",C,Бахметівка
26165,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170040070399,"",C,Бражники
26166,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170050013681,"",C,Брідок
26167,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170060055624,"",C,Василівське
26168,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170070080947,"",C,Ватутіне
26169,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170080067102,"",C,Вільхуватка
26170,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170090086440,"",C,Головнівка
26171,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170100020582,"",C,Гуляй Поле
26172,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170110069128,"",C,Дерегівка
26173,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170120020986,"",C,Знам’янка
26174,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170130034555,"",C,Ключеводське
26175,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170140018707,"",C,Княжне
26176,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170150027107,"",C,Круглянка
26177,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170160040831,"",C,Кут
26178,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170170026741,"",C,Липкуватівка
26179,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170180043406,"",C,Лихове
26180,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170190011960,"",C,Мануйлове
26181,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170200016126,"",C,Мокра Рокитна
26182,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170210020358,"",C,Моськівка
26183,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170220031353,"",C,Низівка
26184,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170230074112,"",C,Нова Мерефа
26185,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170240090796,"",C,Новопросянське
26186,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170250074360,"",C,Новоселівка
26187,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170260079932,"",C,Одринка
26188,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170270053034,"",C,Ордівка
26189,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170280092253,"",C,Павлівка
26190,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170290023906,"",C,Пластунівка
26191,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170300062194,"",C,Просяне
26192,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170310060454,"",C,Рокитне
26193,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170320044891,"",C,Сосонівка
26194,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170330057454,"",C,Стара Водолага
26195,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170340039968,"",C,Стулепівка
26196,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170350021638,"",C,Федорівка
26197,UA63000000000041885,UA63120000000091135,UA63120170000093573,UA63120170360078661,"",C,Щебетуни
26198,UA63000000000041885,UA63120000000091135,UA63120190000093717,"","",H,Південноміська
26199,UA63000000000041885,UA63120000000091135,UA63120190000093717,UA63120190010022795,"",M,Південне
26200,UA63000000000041885,UA63120000000091135,UA63120190000093717,UA63120190020022059,"",T,Буди
